species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
F08,51_6,TLW,UK	: 	305.059 	106.034 	89.318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_7,TLW,ES	3873.37 	3078.51 	4831.16 	5999.79 	4705.97 	10690.01 	6593.13 	6539.29 	10401.8 	804.9 	4099.7 	3764.03 	31916.1 	2711.2 	3898 	3057.21 	4565.3 	4112.01 	: 	: 
F08,51_7,TLW,EU27_2020	32665.556 p	8639.051 p	12764.574 	12114.02 	7530.88 	11377.15 	8904.76 	7990.6546 	12835 	29148.8 	35453.78 	5377.96 	34756.14 	5847.43 	4086.01 	3074.21 	6184.3 	4112.01 	: 	: 
F08,51_7,TLW,EU28	32665.556 p	10662.676 p	13128.872 	12275.368 	7713.894 	11765.4433 	8904.76 	7990.6546 	12835 	29148.8 	35453.78 	5377.96 	34756.14 	5847.43 	4086.01 	3074.21 	6184.3 	4112.01 	: 	: 
F08,51_7,TLW,FR	26165.956 p	987.691 p	313.184 	965.35 	95.8 	38 	1138.6 	791.8 	1838 	28144.9 	31354.08 	1262.5 	1518 	955 	: 	17 	1619 	: 	: 	: 
F08,51_7,TLW,IT	2208.6 p	3967.4 p	5755 	3965.8 	2107.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_7,TLW,PT	417.63 	635.65 	1865.23 	1183.08 	621.41 	649.14 	1173.03 	659.5646 	595.2 	199 	: 	351.43 	1322.04 	2181.23 	188.01 	: 	: 	: 	: 	: 
F08,51_7,TLW,UK	: 	2023.625 	364.298 	161.348 	183.014 	388.2933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_8,TLW,ES	2781.12 	2627.25 	2477.28 	2891.46 	3278.36 	7665.32 	8073.02 	5625.84 	1730.38 	1563.5 	1950.9 	3015.01 	9757 	1576 	2566.3 	1373.8 	728.71 	940.01 	: 	: 
F08,51_8,TLW,EU27_2020	3683.46 	3587.72 	3629.67 	4240.674 	4470.75 	8307.78 	8864.3007 	6245.7795 	2416.38 	3259.5 	2401.9 	3700.51 	11149.04 	3194.72 	2864.31 	1373.8 	728.71 	940.01 	: 	: 
F08,51_8,TLW,EU28	3683.46 	3802.378 	: 	4341.954 	4470.75 	8307.78 	8864.3007 	6245.7795 	2416.38 	3259.5 	2401.9 	3700.51 	11149.04 	3194.72 	2864.31 	1373.8 	728.71 	940.01 	: 	: 
F08,51_8,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	282 	: 	451 	237.4 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_8,TLW,PT	902.34 	960.47 	1152.39 	1349.214 	1192.39 	642.46 	791.2807 	619.9395 	404 	1696 	: 	448.1 	1392.04 	1618.72 	298.01 	: 	: 	: 	: 	: 
F08,51_8,TLW,UK	: 	214.658 	143.518 	101.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_8_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	1528.93 	1563.5 	1950.9 	2925.01 	9214.2 	: 	297.5 	1373.8 	: 	: 	: 	: 
F08,51_8_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	1528.93 	1563.5 	1950.9 	2925.01 	9214.2 	: 	297.5 	1373.8 	: 	: 	: 	: 
F08,51_8_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	1528.93 	1563.5 	1950.9 	2925.01 	9214.2 	: 	297.5 	1373.8 	: 	: 	: 	: 
F08,51_8_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	121.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_8_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	121.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_8_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	121.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_8_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	80.39 	: 	: 	90 	542.8 	1576 	2268.8 	: 	728.71 	940.01 	: 	: 
F08,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	484.39 	1696 	451 	775.5 	1934.84 	3194.72 	2566.81 	: 	728.71 	940.01 	: 	: 
F08,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	484.39 	1696 	451 	775.5 	1934.84 	3194.72 	2566.81 	: 	728.71 	940.01 	: 	: 
F08,51_8_NK,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	451 	237.4 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	404 	1696 	: 	448.1 	1392.04 	1618.72 	298.01 	: 	: 	: 	: 	: 
F08,51_NK,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F08,51_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	125.83 	: 	: 	: 	0.01 	: 	193.7 	: 	: 	118863.01 	135638 	148205 
F08,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	1872.18 	: 	2751.12 	: 	6492.4 	7644.1 	4523.11 	9831.11 	118425.11 	15027.02 	12574.04 	222514.71 	218801 	234440 
F08,51_NK,TLW,EU28	881.8448 	: 	: 	: 	: 	: 	2591.1364 	1225 	3245.12 	470.8 	8001.4 	9670.12 	5319.11 	10529.21 	118425.11 	15027.02 	12574.04 	222514.71 	218801 	234440 
F08,51_NK,TLW,FR	: 	: 	: 	: 	: 	: 	1872.18 	: 	2625.29 	: 	: 	: 	: 	: 	106870.4 	: 	: 	96719 	76625 	84716 
F08,51_NK,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5462.4 	7644.1 	4523.1 	9794 	8766 	12303 	10013 	4760 	3199 	102 
F08,51_NK,TLW,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	870 
F08,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1030 	: 	: 	37.11 	2595.01 	2724.02 	2561.04 	2172.7 	3339 	1417 
F08,51_NK,TLW,UK	881.8448 	: 	: 	: 	: 	: 	718.9564 	1225 	494 	470.8 	1509 	2026.02 	796 	698.1 	: 	: 	: 	: 	: 	: 
F20,51,TLW,EU27_2020	: 	: 	: 	: 	1.02 	: 	: 	0.03 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F20,51,TLW,EU28	: 	: 	: 	: 	1.02 	: 	: 	0.03 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F20,51,TLW,FR	: 	: 	: 	: 	1.02 	: 	: 	0.03 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F20,51_6,TLW,EU27_2020	: 	: 	: 	: 	1.02 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F20,51_6,TLW,EU28	: 	: 	: 	: 	1.02 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F20,51_6,TLW,FR	: 	: 	: 	: 	1.02 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F20,51_7,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F20,51_7,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F20,51_7,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	0.03 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	0.03 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51,TLW,FR	: 	: 	: 	: 	: 	: 	: 	0.03 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51_6,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51_6,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51_6,TLW,FR	: 	: 	: 	: 	: 	: 	: 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51_7,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51_7,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,51_7,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,51,TLW,EU27_2020	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,51,TLW,EU28	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,51,TLW,FR	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,51_6,TLW,EU27_2020	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,51_6,TLW,EU28	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,51_6,TLW,FR	: 	: 	: 	: 	0.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,51,TLW,EU27_2020	: 	: 	: 	: 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,51,TLW,EU28	: 	: 	: 	: 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,51,TLW,FR	: 	: 	: 	: 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,51_6,TLW,EU27_2020	: 	: 	: 	: 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,51_6,TLW,EU28	: 	: 	: 	: 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,51_6,TLW,FR	: 	: 	: 	: 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51,TLW,ES	186873.38 	210809.75 	160493.59 	148778.22 	130582.49 	238517 	143885.95 	99683.42 	61316.51 	17173.5 	29188.33 	8708.12 	50675.61 	38635.6 	66679.42 	81192.42 	163874.6 	161044.05 	135275 	147986 
F30,51,TLW,EU27_2020	266324.194 p	301503.679 p	236732.309 	212100.453 	193899.51 	299800.56 	186880.8539 	139709.5656 	111371.07 	67528.5 	93872.8 	93330.03 	125797.86 	151782.09 	184918.85 	203031.44 	284179.62 	264695.75 	217627 	233907 
F30,51,TLW,EU28	267206.0388 p	304047.021 p	233572.971 	212452.399 	194082.524 	300188.8533 	187599.8103 	140934.5656 	111865.07 	67999.3 	95381.8 	95356.05 	126593.86 	152480.19 	184918.85 	203031.44 	284179.62 	264695.75 	217627 	233907 
F30,51,TLW,FR	72935.274 p	84987.219 p	67191.829 	56316.469 	59240.79 	60025.3 	40891.9 	38509.65 	48791.56 	48337 	58192.07 	76178.7 	67802 	98195 	106870.4 	107424 	108157 	96719 	76625 	84716 
F30,51,TLW,IT	4902.4 p	8279.8 p	5755 	3965.8 	2107.7 	: 	: 	: 	: 	: 	5462.4 	7644.1 	4523.1 	9794 	8535 	12303 	10013 	4760 	3134 	0 
F30,51,TLW,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	870 
F30,51,TLW,PT	1613.14 	1769.51 	3291.89 	3039.964 	1968.53 	1258.26 	2103.0039 	1516.4956 	1263 	2018 	1030 	799.11 	2797.15 	5157.49 	2834.03 	2112.02 	2135.02 	2172.7 	2593 	1205 
F30,51,TLW,UK	881.8448 	2543.342 	613.85 	351.946 	183.014 	388.2933 	718.9564 	1225 	494 	470.8 	1509 	2026.02 	796 	698.1 	: 	: 	: 	: 	: 	: 
F30,51_1,TLW,ES	: 	: 	: 	: 	5.45 	: 	1.46 	: 	: 	: 	: 	: 	: 	517.6 	: 	284.3 	47939.6 	: 	: 	: 
F30,51_1,TLW,EU27_2020	: 	: 	: 	: 	5.45 	: 	1.46 	: 	: 	: 	: 	: 	: 	517.6 	: 	284.3 	47939.6 	: 	: 	: 
F30,51_1,TLW,EU28	: 	: 	: 	: 	5.45 	: 	1.46 	: 	: 	: 	: 	: 	: 	517.6 	: 	284.3 	47939.6 	: 	: 	: 
F30,51_2,TLW,ES	: 	: 	: 	: 	: 	: 	5.25 	: 	36.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	5.25 	: 	36.25 	: 	: 	: 	: 	1051 	: 	: 	: 	: 	: 	: 
F30,51_2,TLW,EU28	: 	: 	: 	: 	: 	: 	5.25 	: 	36.25 	: 	: 	: 	: 	1051 	: 	: 	: 	: 	: 	: 
F30,51_2,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1051 	: 	: 	: 	: 	: 	: 
F30,51_3,TLW,ES	15740.86 	19244.98 	6241.37 	963.56 	: 	527.77 	1801.99 	805.59 	459.8 	747.6 	384.8 	: 	: 	: 	646.2 	: 	: 	: 	: 	: 
F30,51_3,TLW,EU27_2020	15740.86 	20535.796 p	6895.37 	963.56 	: 	527.77 	1819.09 	805.59 	459.8 	747.6 	384.8 	1095.9 	: 	39 	646.2 	: 	: 	: 	: 	: 
F30,51_3,TLW,EU28	15740.86 	20535.796 p	6895.37 	963.56 	: 	527.77 	1819.09 	805.59 	459.8 	747.6 	384.8 	1095.9 	: 	39 	646.2 	: 	: 	: 	: 	: 
F30,51_3,TLW,FR	: 	1290.816 p	654 	: 	: 	: 	17.1 	: 	: 	: 	: 	1095.9 	: 	39 	: 	: 	: 	: 	: 	: 
F30,51_4,TLW,ES	21711.6 	18565.94 	12079.19 	7422.74 	9074.81 	8665.8 	5759.44 	2312.02 	1559.94 	1262.4 	3320.5 	225.04 	: 	627.1 	2617.91 	7698.4 	398.5 	1660 	: 	: 
F30,51_4,TLW,EU27_2020	21711.6 	34895.942 p	20798.19 	7998.24 	15890.91 	10238 	8115.305 	2881.52 	3405.94 	1423.9 	7411.5 	12325.44 	2183 	5858.1 	2617.91 	13924.4 	2138.5 	1660 	: 	: 
F30,51_4,TLW,EU28	21711.6 	34895.942 p	20798.19 	7998.24 	15890.91 	10238 	8115.305 	2881.52 	3405.94 	1423.9 	7411.5 	12325.44 	2183 	5858.1 	2617.91 	13924.4 	2138.5 	1660 	: 	: 
F30,51_4,TLW,FR	: 	16330.002 p	8719 	575.5 	6816.1 	1572.2 	2353 	569.5 	1846 	161.5 	4091 	12100.4 	2183 	5231 	: 	6226 	1740 	: 	: 	: 
F30,51_4,TLW,IT	: 	734.2 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_4,TLW,PT	: 	: 	: 	: 	: 	: 	2.865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_4_1,TLW,EU27_2020	: 	734.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_4_1,TLW,EU28	: 	734.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_4_1,TLW,IT	: 	734.2 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_4_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	1559.94 	1262.4 	3320.5 	225.04 	: 	627.1 	2617.91 	7698.4 	398.5 	1656 	: 	: 
F30,51_4_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	1559.94 	1262.4 	3320.5 	225.04 	: 	627.1 	2617.91 	7698.4 	398.5 	1656 	: 	: 
F30,51_4_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	1559.94 	1262.4 	3320.5 	225.04 	: 	627.1 	2617.91 	7698.4 	398.5 	1656 	: 	: 
F30,51_4_NK,TLW,ES	21711.6 	18565.94 	12079.19 	7422.74 	9074.81 	8665.8 	5759.44 	2312.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
F30,51_4_NK,TLW,EU27_2020	21711.6 	34895.942 p	20798.19 	7998.24 	15890.91 	10238 	8115.305 	2881.52 	1846 	161.5 	4091 	12100.4 	2183 	5231 	: 	6226 	1740 	4 	: 	: 
F30,51_4_NK,TLW,EU28	21711.6 	34895.942 p	20798.19 	7998.24 	15890.91 	10238 	8115.305 	2881.52 	1846 	161.5 	4091 	12100.4 	2183 	5231 	: 	6226 	1740 	4 	: 	: 
F30,51_4_NK,TLW,FR	: 	16330.002 p	8719 	575.5 	6816.1 	1572.2 	2353 	569.5 	1846 	161.5 	4091 	12100.4 	2183 	5231 	: 	6226 	1740 	: 	: 	: 
F30,51_4_NK,TLW,PT	: 	: 	: 	: 	: 	: 	2.865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_5,TLW,ES	139147.18 	162709.39 	118120.99 	120469.63 	104889.52 	209175.67 	110217.67 	72508.3 	41990.02 	9028.2 	12066.02 	765.04 	246.8 	29226.9 	50824.5 	67986.01 	109622.9 	34988 	: 	: 
F30,51_5,TLW,EU27_2020	186385.253 p	223535.129 p	171843.815 	170540.84 	148235.82 	266027.87 	140759.17 	103603 	78184.02 	23595.5 	24223.02 	48406.44 	51206.8 	111595.9 	50824.5 	160073.01 	209151.9 	34988 	: 	: 
F30,51_5,TLW,EU28	186385.253 p	223535.129 p	171843.815 	170540.84 	148235.82 	266027.87 	140759.17 	103603 	78184.02 	23595.5 	24223.02 	48406.44 	51206.8 	111595.9 	50824.5 	160073.01 	209151.9 	34988 	: 	: 
F30,51_5,TLW,FR	45042.273 p	60825.739 p	53722.825 	50071.21 	43346.3 	56852.2 	30541.5 	31094.7 	36194 	14567.3 	12157 	47641.4 	50960 	82369 	: 	92087 	99529 	: 	: 	: 
F30,51_5,TLW,IT	2195.8 p	2827.2 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_6,TLW,ES	3619.25 	4583.68 	16743.6 	11031.04 	8633.82 	1843.1 	11440.33 	11892.76 	5012.49 	3766.9 	7367.11 	949.01 	8760.1 	3982 	6752.61 	928.1 	619.6 	636.02 	: 	: 
F30,51_6,TLW,EU27_2020	6137.465 p	10310.041 p	20800.69 	16243.119 	17771.14 	3476.43 	16752.7031 	18213.4535 	11338.19 	9357.9 	17506.11 	14792.71 	21987.17 	13853.33 	6877.61 	10022.1 	5888.6 	636.02 	: 	: 
F30,51_6,TLW,EU28	6137.465 p	10615.1 p	20906.724 	16332.437 	17771.14 	3476.43 	16752.7031 	18213.4535 	11338.19 	9357.9 	17506.11 	14792.71 	21987.17 	13853.33 	6877.61 	10022.1 	5888.6 	636.02 	: 	: 
F30,51_6,TLW,FR	1727.045 p	5552.971 p	3782.82 	4704.409 	8982.59 	1562.9 	4971.8 	6053.65 	6006.5 	5468 	10139 	13843.7 	13144 	8550 	: 	9094 	5269 	: 	: 	: 
F30,51_6,TLW,IT	498 p	751 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_6,TLW,PT	293.17 	173.39 	274.27 	507.67 	154.73 	70.43 	340.5731 	267.0435 	319.2 	123 	: 	: 	83.07 	1321.33 	125 	: 	: 	: 	: 	: 
F30,51_6,TLW,UK	: 	305.059 	106.034 	89.318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_7,TLW,ES	3873.37 	3078.51 	4831.16 	5999.79 	4700.53 	10639.34 	6587.65 	6539.29 	10401.8 	804.9 	4099 	3754.03 	31911.8 	2706 	3262.2 	3057.21 	4565.3 	4112.01 	: 	: 
F30,51_7,TLW,EU27_2020	32665.556 p	8639.051 p	12764.574 	12114.02 	7525.44 	11326.48 	8899.28 	7990.6546 	12835 	29144.1 	35453.07 	5364.94 	34748.84 	5842.23 	3450.21 	3074.21 	6184.3 	4112.01 	: 	: 
F30,51_7,TLW,EU28	32665.556 p	10662.676 p	13128.872 	12275.368 	7708.454 	11714.7733 	8899.28 	7990.6546 	12835 	29144.1 	35453.07 	5364.94 	34748.84 	5842.23 	3450.21 	3074.21 	6184.3 	4112.01 	: 	: 
F30,51_7,TLW,FR	26165.956 p	987.691 p	313.184 	965.35 	95.8 	38 	1138.6 	791.8 	1838 	28140.2 	31354.07 	1259.9 	1515 	955 	: 	17 	1619 	: 	: 	: 
F30,51_7,TLW,IT	2208.6 p	3967.4 p	5755 	3965.8 	2107.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_7,TLW,PT	417.63 	635.65 	1865.23 	1183.08 	621.41 	649.14 	1173.03 	659.5646 	595.2 	199 	: 	351.01 	1322.04 	2181.23 	188.01 	: 	: 	: 	: 	: 
F30,51_7,TLW,UK	: 	2023.625 	364.298 	161.348 	183.014 	388.2933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_8,TLW,ES	2781.12 	2627.25 	2477.28 	2891.46 	3278.36 	7665.32 	8072.16 	5625.46 	1730.38 	1563.5 	1950.9 	3015 	9756.9 	1576 	2382.3 	1238.4 	728.7 	785.01 	: 	: 
F30,51_8,TLW,EU27_2020	3683.46 	3587.72 	3629.67 	4240.674 	4470.75 	8204.01 	8658.6959 	6215.3475 	2360.98 	3259.5 	2401.9 	3700.5 	11148.94 	3193.82 	2679.31 	1238.4 	728.7 	785.01 	: 	: 
F30,51_8,TLW,EU28	3683.46 	3802.378 	: 	4341.954 	4470.75 	8204.01 	8658.6959 	6215.3475 	2360.98 	3259.5 	2401.9 	3700.5 	11148.94 	3193.82 	2679.31 	1238.4 	728.7 	785.01 	: 	: 
F30,51_8,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	282 	: 	451 	237.4 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_8,TLW,PT	902.34 	960.47 	1152.39 	1349.214 	1192.39 	538.69 	586.5359 	589.8875 	348.6 	1696 	: 	448.1 	1392.04 	1617.82 	297.01 	: 	: 	: 	: 	: 
F30,51_8,TLW,UK	: 	214.658 	143.518 	101.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_8_1,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	1528.93 	1563.5 	1950.9 	2925 	9214.1 	: 	297.5 	1238.4 	: 	: 	: 	: 
F30,51_8_1,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	1528.93 	1563.5 	1950.9 	2925 	9214.1 	: 	297.5 	1238.4 	: 	: 	: 	: 
F30,51_8_1,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	1528.93 	1563.5 	1950.9 	2925 	9214.1 	: 	297.5 	1238.4 	: 	: 	: 	: 
F30,51_8_2,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	121.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_8_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	121.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_8_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	121.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_8_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	80.39 	: 	: 	90 	542.8 	1576 	2084.8 	: 	728.7 	785.01 	: 	: 
F30,51_8_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	428.99 	1696 	451 	775.5 	1934.84 	3193.82 	2381.81 	: 	728.7 	785.01 	: 	: 
F30,51_8_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	428.99 	1696 	451 	775.5 	1934.84 	3193.82 	2381.81 	: 	728.7 	785.01 	: 	: 
F30,51_8_NK,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	451 	237.4 	: 	: 	: 	: 	: 	: 	: 	: 
F30,51_8_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	348.6 	1696 	: 	448.1 	1392.04 	1617.82 	297.01 	: 	: 	: 	: 	: 
F30,51_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	125.83 	: 	: 	: 	0.01 	: 	193.7 	: 	: 	118863.01 	135275 	147986 
F30,51_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	1869.9 	: 	2750.89 	: 	6492.4 	7644.1 	4523.11 	9831.11 	117823.11 	14415.02 	12148.02 	222514.71 	217627 	233907 
F30,51_NK,TLW,EU28	881.8448 	: 	: 	: 	: 	: 	2588.8564 	1225 	3244.89 	470.8 	8001.4 	9670.12 	5319.11 	10529.21 	117823.11 	14415.02 	12148.02 	222514.71 	217627 	233907 
F30,51_NK,TLW,FR	: 	: 	: 	: 	: 	: 	1869.9 	: 	2625.06 	: 	: 	: 	: 	: 	106870.4 	: 	: 	96719 	76625 	84716 
F30,51_NK,TLW,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5462.4 	7644.1 	4523.1 	9794 	8535 	12303 	10013 	4760 	3134 	0 
F30,51_NK,TLW,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	870 
F30,51_NK,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1030 	: 	: 	37.11 	2224.01 	2112.02 	2135.02 	2172.7 	2593 	1205 
F30,51_NK,TLW,UK	881.8448 	: 	: 	: 	: 	: 	718.9564 	1225 	494 	470.8 	1509 	2026.02 	796 	698.1 	: 	: 	: 	: 	: 	: 
F31,51,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
F31,51,TLW,EU27_2020	: 	0.01 p	: 	0.07 	0.05 	: 	0.2 	0.39 	: 	: 	: 	: 	: 	0.1 	39 	: 	: 	: 	0 	0 
